-4.66   22.83
-6.81   25.35
-12.16  27.68
-12.80  29.33
-13.58  30.42
-14.36  32.23
-13.74  33.71
-15.51  35.68
-14.18  37.58
-15.59  39.75
-15.64  40.45
-15.20  43.46
-19.00  45.27
-20.08  46.69
-21.3   49.63
